Store,DayOfWeek,Date,Sales,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,WeekOfYear,competition_open,PromoOpen,lag1,lag7,rolling_3,rolling_7,diff1,diff7
288,1,2015-08-17,,1.0,1,0,1,d,a,800.0,,,1.0,14.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,53.0,,0.0,6355.5,5778.833333333333,,
288,3,2015-09-02,,1.0,1,0,1,d,a,800.0,,,1.0,14.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,53.5,,9345.0,6886.0,6934.6,,
289,6,2015-08-01,,1.0,0,0,1,d,a,6540.0,12.0,2007.0,0.0,,,,2015.0,8.0,31.0,92.0,,7522.0,6240.0,6522.666666666667,5817.142857142857,,
289,1,2015-08-17,,1.0,1,0,1,d,a,6540.0,12.0,2007.0,0.0,,,,2015.0,8.0,34.0,92.0,,,0.0,6865.5,5746.666666666667,,
289,3,2015-09-02,,1.0,1,0,1,d,a,6540.0,12.0,2007.0,0.0,,,,2015.0,9.0,36.0,93.0,,,8394.0,7522.0,6896.0,,
290,6,2015-08-01,,1.0,0,0,0,a,a,4150.0,5.0,2001.0,0.0,,,,2015.0,8.0,31.0,171.0,,8386.0,3014.0,7529.0,6159.571428571428,,
290,1,2015-08-17,,1.0,1,0,0,a,a,4150.0,5.0,2001.0,0.0,,,,2015.0,8.0,34.0,171.0,,,0.0,7890.5,6683.833333333333,,
290,3,2015-09-02,,1.0,1,0,0,a,a,4150.0,5.0,2001.0,0.0,,,,2015.0,9.0,36.0,172.0,,,9559.0,8386.0,8020.6,,
294,6,2015-08-01,,1.0,0,0,1,a,a,3150.0,5.0,2005.0,0.0,,,,2015.0,8.0,31.0,123.0,,7628.0,3975.0,7533.333333333333,6174.142857142857,,
294,1,2015-08-17,,1.0,1,0,1,a,a,3150.0,5.0,2005.0,0.0,,,,2015.0,8.0,34.0,123.0,,,0.0,7741.5,6540.666666666667,,
294,3,2015-09-02,,1.0,1,0,1,a,a,3150.0,5.0,2005.0,0.0,,,,2015.0,9.0,36.0,124.0,,,8234.0,7628.0,7848.8,,
295,6,2015-08-01,,1.0,0,0,0,a,a,210.0,11.0,2000.0,1.0,36.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,177.0,22.75,7687.0,6161.0,7248.666666666667,6404.285714285715,,
295,1,2015-08-17,,1.0,1,0,1,a,a,210.0,11.0,2000.0,1.0,36.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,177.0,23.5,,0.0,7463.5,6444.833333333333,,
295,3,2015-09-02,,1.0,1,0,1,a,a,210.0,11.0,2000.0,1.0,36.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,178.0,24.0,,9390.0,7687.0,7733.8,,
296,6,2015-08-01,,1.0,0,0,1,a,a,9580.0,5.0,2007.0,1.0,45.0,2014.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,99.0,8.5,8579.0,4785.0,8420.666666666666,7011.0,,
296,1,2015-08-17,,1.0,1,0,1,a,a,9580.0,5.0,2007.0,1.0,45.0,2014.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,99.0,9.25,,0.0,8238.5,7382.0,,
296,3,2015-09-02,,1.0,1,0,1,a,a,9580.0,5.0,2007.0,1.0,45.0,2014.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,100.0,9.75,,9971.0,8579.0,8858.4,,
297,6,2015-08-01,,1.0,0,0,0,a,a,2300.0,9.0,2010.0,0.0,,,,2015.0,8.0,31.0,59.0,,8481.0,5052.0,8768.666666666666,7557.714285714285,,
297,1,2015-08-17,,1.0,1,0,1,a,a,2300.0,9.0,2010.0,0.0,,,,2015.0,8.0,34.0,59.0,,,0.0,8399.5,7975.333333333333,,
297,3,2015-09-02,,1.0,1,0,1,a,a,2300.0,9.0,2010.0,0.0,,,,2015.0,9.0,36.0,60.0,,,11422.0,8481.0,9570.4,,
298,6,2015-08-01,,1.0,0,0,0,d,a,19840.0,7.0,2009.0,0.0,,,,2015.0,8.0,31.0,73.0,,10344.0,8451.0,9264.666666666666,8211.285714285714,,
298,1,2015-08-17,,1.0,1,0,1,d,a,19840.0,7.0,2009.0,0.0,,,,2015.0,8.0,34.0,73.0,,,0.0,9554.5,8171.333333333333,,
298,3,2015-09-02,,1.0,1,0,1,d,a,19840.0,7.0,2009.0,0.0,,,,2015.0,9.0,36.0,74.0,,,11645.0,10344.0,9805.6,,
299,6,2015-08-01,,1.0,0,0,0,d,c,38630.0,9.0,2012.0,0.0,,,,2015.0,8.0,31.0,35.0,,9839.0,10879.0,10205.666666666666,10013.714285714286,,
299,1,2015-08-17,,1.0,1,0,1,d,c,38630.0,9.0,2012.0,0.0,,,,2015.0,8.0,34.0,35.0,,,4865.0,9846.0,9869.5,,
299,3,2015-09-02,,1.0,1,0,0,d,c,38630.0,9.0,2012.0,0.0,,,,2015.0,9.0,36.0,36.0,,,13769.0,9839.0,10870.4,,
300,6,2015-08-01,,1.0,0,0,1,a,c,120.0,4.0,2009.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,76.0,43.5,10784.0,6815.0,9002.0,7319.285714285715,,
300,1,2015-08-17,,1.0,1,0,1,a,c,120.0,4.0,2009.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,76.0,44.25,,0.0,9439.5,7403.333333333333,,
300,3,2015-09-02,,1.0,1,0,1,a,c,120.0,4.0,2009.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,77.0,44.75,,8641.0,10784.0,8884.0,,
301,6,2015-08-01,,1.0,0,0,0,a,c,4510.0,3.0,2015.0,0.0,,,,2015.0,8.0,31.0,5.0,,6665.0,3519.0,6190.0,4811.571428571428,,
301,1,2015-08-17,,1.0,1,0,1,a,c,4510.0,3.0,2015.0,0.0,,,,2015.0,8.0,34.0,5.0,,,0.0,6486.0,5027.0,,
301,3,2015-09-02,,1.0,1,0,0,a,c,4510.0,3.0,2015.0,0.0,,,,2015.0,9.0,36.0,6.0,,,6211.0,6665.0,6032.4,,
302,6,2015-08-01,,1.0,0,0,1,d,c,2190.0,12.0,2007.0,1.0,9.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,92.0,53.5,5356.0,4162.0,4607.666666666667,4009.8571428571427,,
302,1,2015-08-17,,1.0,1,0,1,d,c,2190.0,12.0,2007.0,1.0,9.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,92.0,54.25,,0.0,4727.5,3984.5,,
302,3,2015-09-02,,1.0,1,0,1,d,c,2190.0,12.0,2007.0,1.0,9.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,93.0,54.75,,5700.0,5356.0,4781.4,,
303,6,2015-08-01,,1.0,0,0,0,a,a,15430.0,11.0,2012.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,33.0,51.25,9026.0,3530.0,7660.333333333333,5964.285714285715,,
303,1,2015-08-17,,1.0,1,0,0,a,a,15430.0,11.0,2012.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,33.0,52.0,,0.0,8112.5,6370.0,,
303,3,2015-09-02,,1.0,1,0,0,a,a,15430.0,11.0,2012.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,34.0,52.5,,7412.0,9026.0,7644.0,,
304,6,2015-08-01,,1.0,0,0,1,a,a,1950.0,7.0,2015.0,0.0,,,,2015.0,8.0,31.0,1.0,,10539.0,4123.0,8320.0,6454.142857142857,,
304,1,2015-08-17,,1.0,1,0,1,a,a,1950.0,7.0,2015.0,0.0,,,,2015.0,8.0,34.0,1.0,,,0.0,8919.5,6842.666666666667,,
304,3,2015-09-02,,1.0,1,0,1,a,a,1950.0,7.0,2015.0,0.0,,,,2015.0,9.0,36.0,2.0,,,8905.0,10539.0,8211.2,,
305,6,2015-08-01,,1.0,0,0,1,c,c,2470.0,2.0,2005.0,1.0,31.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,126.0,24.0,7529.0,5838.0,6708.333333333333,5914.571428571428,,
305,1,2015-08-17,,1.0,1,0,1,c,c,2470.0,2.0,2005.0,1.0,31.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,126.0,24.75,,0.0,7006.5,5927.333333333333,,
305,3,2015-09-02,,1.0,1,0,1,c,c,2470.0,2.0,2005.0,1.0,31.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,127.0,25.25,,8683.0,7529.0,7112.8,,
306,6,2015-08-01,,1.0,0,0,0,a,a,5100.0,4.0,2007.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,100.0,9.75,6218.0,2894.0,5835.0,4646.714285714285,,
306,1,2015-08-17,,1.0,1,0,1,a,a,5100.0,4.0,2007.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,100.0,10.5,,0.0,5930.5,4938.833333333333,,
306,3,2015-09-02,,1.0,1,0,1,a,a,5100.0,4.0,2007.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,101.0,11.0,,6574.0,6218.0,5926.6,,
308,6,2015-08-01,,1.0,0,0,0,a,a,1070.0,12.0,2006.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,104.0,64.5,11053.0,5712.0,9750.0,8041.428571428572,,
308,1,2015-08-17,,1.0,1,0,0,a,a,1070.0,12.0,2006.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,104.0,65.25,,0.0,10179.5,8429.666666666666,,
308,3,2015-09-02,,1.0,1,0,0,a,a,1070.0,12.0,2006.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,105.0,65.75,,10521.0,11053.0,10115.6,,
309,6,2015-08-01,,1.0,0,0,0,d,a,8740.0,,,1.0,37.0,2009.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,,70.5,8688.0,4725.0,8119.333333333333,6775.571428571428,,
309,1,2015-08-17,,1.0,1,0,0,d,a,8740.0,,,1.0,37.0,2009.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,,71.25,,0.0,8459.5,7117.333333333333,,
309,3,2015-09-02,,1.0,1,0,0,d,a,8740.0,,,1.0,37.0,2009.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,,71.75,,10047.0,8688.0,8540.8,,
310,6,2015-08-01,,1.0,0,0,0,a,c,2290.0,,,1.0,10.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,17.25,12219.0,7569.0,11307.666666666666,9991.857142857143,,
310,1,2015-08-17,,1.0,1,0,1,a,c,2290.0,,,1.0,10.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,18.0,,3159.0,11677.0,10395.666666666666,,
310,3,2015-09-02,,1.0,1,0,0,a,c,2290.0,,,1.0,10.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,18.5,,14281.0,12219.0,11843.0,,
311,6,2015-08-01,,1.0,0,0,1,a,c,680.0,7.0,2005.0,0.0,,,,2015.0,8.0,31.0,121.0,,8602.0,5482.0,7960.0,6719.428571428572,,
311,1,2015-08-17,,1.0,1,0,1,a,c,680.0,7.0,2005.0,0.0,,,,2015.0,8.0,34.0,121.0,,,0.0,8072.0,6925.666666666667,,
311,3,2015-09-02,,1.0,1,0,1,a,c,680.0,7.0,2005.0,0.0,,,,2015.0,9.0,36.0,122.0,,,8748.0,8602.0,8310.8,,
312,6,2015-08-01,,1.0,0,0,1,d,a,11300.0,3.0,2012.0,0.0,,,,2015.0,8.0,31.0,41.0,,6678.0,4744.0,6215.333333333333,5476.714285714285,,
312,1,2015-08-17,,1.0,1,0,1,d,a,11300.0,3.0,2012.0,0.0,,,,2015.0,8.0,34.0,41.0,,,0.0,6372.5,5598.833333333333,,
312,3,2015-09-02,,1.0,1,0,1,d,a,11300.0,3.0,2012.0,0.0,,,,2015.0,9.0,36.0,42.0,,,8115.0,6678.0,6718.6,,
314,6,2015-08-01,,1.0,0,0,0,a,a,3560.0,10.0,2001.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,166.0,24.0,6661.0,2459.0,6136.0,4905.571428571428,,
314,1,2015-08-17,,1.0,1,0,0,a,a,3560.0,10.0,2001.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,166.0,24.75,,0.0,6495.5,5313.333333333333,,
314,3,2015-09-02,,1.0,1,0,0,a,a,3560.0,10.0,2001.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,167.0,25.25,,7294.0,6661.0,6376.0,,
315,6,2015-08-01,,1.0,0,0,0,a,c,38710.0,4.0,2013.0,0.0,,,,2015.0,8.0,31.0,28.0,,5959.0,2159.0,5167.0,4098.857142857143,,
315,1,2015-08-17,,1.0,1,0,1,a,c,38710.0,4.0,2013.0,0.0,,,,2015.0,8.0,34.0,28.0,,,0.0,5341.0,4422.166666666667,,
315,3,2015-09-02,,1.0,1,0,0,a,c,38710.0,4.0,2013.0,0.0,,,,2015.0,9.0,36.0,29.0,,,6249.0,5959.0,5306.6,,
316,6,2015-08-01,,1.0,0,0,0,d,a,9000.0,8.0,2001.0,0.0,,,,2015.0,8.0,31.0,168.0,,11678.0,7491.0,10691.0,9353.714285714286,,
316,1,2015-08-17,,1.0,1,0,0,d,a,9000.0,8.0,2001.0,0.0,,,,2015.0,8.0,34.0,168.0,,,0.0,11064.0,9664.166666666666,,
316,3,2015-09-02,,1.0,1,0,0,d,a,9000.0,8.0,2001.0,0.0,,,,2015.0,9.0,36.0,169.0,,,14796.0,11678.0,11597.0,,
317,6,2015-08-01,,1.0,0,0,0,d,a,3140.0,7.0,2013.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,25.0,52.25,7374.0,5685.0,6502.0,5651.571428571428,,
317,1,2015-08-17,,1.0,1,0,1,d,a,3140.0,7.0,2013.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,25.0,53.0,,0.0,6787.0,5646.0,,
317,3,2015-09-02,,1.0,1,0,1,d,a,3140.0,7.0,2013.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,26.0,53.5,,7516.0,7374.0,6775.2,,
319,6,2015-08-01,,1.0,0,0,0,a,c,570.0,9.0,2012.0,1.0,27.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,35.0,37.0,11280.0,4858.0,9091.333333333334,6886.714285714285,,
319,1,2015-08-17,,1.0,1,0,1,a,c,570.0,9.0,2012.0,1.0,27.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,35.0,37.75,,0.0,9617.5,7224.833333333333,,
319,3,2015-09-02,,1.0,1,0,0,a,c,570.0,9.0,2012.0,1.0,27.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,36.0,38.25,,9041.0,11280.0,8669.8,,
320,6,2015-08-01,,1.0,0,0,0,a,c,210.0,9.0,2012.0,0.0,,,,2015.0,8.0,31.0,35.0,,19898.0,11221.0,17704.666666666668,14678.857142857143,,
320,1,2015-08-17,,1.0,1,0,1,a,c,210.0,9.0,2012.0,0.0,,,,2015.0,8.0,34.0,35.0,,,0.0,18405.0,15255.166666666666,,
320,3,2015-09-02,,1.0,1,0,0,a,c,210.0,9.0,2012.0,0.0,,,,2015.0,9.0,36.0,36.0,,,21337.0,19898.0,18306.2,,
323,6,2015-08-01,,1.0,0,0,0,d,c,8400.0,4.0,2012.0,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,40.0,30.5,10371.0,8349.0,8692.666666666666,7606.857142857143,,
323,1,2015-08-17,,1.0,1,0,1,d,c,8400.0,4.0,2012.0,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,40.0,31.25,,0.0,9009.5,7483.166666666667,,
323,3,2015-09-02,,1.0,1,0,1,d,c,8400.0,4.0,2012.0,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,41.0,31.75,,9826.0,10371.0,8979.8,,
325,6,2015-08-01,,1.0,0,0,0,a,c,350.0,3.0,2011.0,1.0,22.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,53.0,50.25,8509.0,2933.0,7960.666666666667,5900.571428571428,,
325,1,2015-08-17,,1.0,1,0,0,a,c,350.0,3.0,2011.0,1.0,22.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,53.0,51.0,,0.0,8799.0,6395.166666666667,,
325,3,2015-09-02,,1.0,1,0,0,a,c,350.0,3.0,2011.0,1.0,22.0,2011.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,54.0,51.5,,7272.0,8509.0,7674.2,,
326,6,2015-08-01,,1.0,0,0,0,d,a,10070.0,5.0,2015.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,3.0,24.0,8094.0,5372.0,6820.333333333333,5641.142857142857,,
326,1,2015-08-17,,1.0,1,0,1,d,a,10070.0,5.0,2015.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,3.0,24.75,,0.0,7239.5,5686.0,,
326,3,2015-09-02,,1.0,1,0,1,d,a,10070.0,5.0,2015.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,4.0,25.25,,7427.0,8094.0,6823.2,,
328,6,2015-08-01,,1.0,0,0,0,a,a,3130.0,7.0,2002.0,0.0,,,,2015.0,8.0,31.0,157.0,,5662.0,2004.0,5058.0,4076.714285714286,,
328,1,2015-08-17,,1.0,1,0,0,a,a,3130.0,7.0,2002.0,0.0,,,,2015.0,8.0,34.0,157.0,,,0.0,5221.5,4422.166666666667,,
328,3,2015-09-02,,1.0,1,0,0,a,a,3130.0,7.0,2002.0,0.0,,,,2015.0,9.0,36.0,158.0,,,5623.0,5662.0,5306.6,,
329,6,2015-08-01,,1.0,0,0,0,a,a,1310.0,6.0,1990.0,1.0,22.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,302.0,38.25,9168.0,3576.0,7553.333333333333,6336.714285714285,,
329,1,2015-08-17,,1.0,1,0,0,a,a,1310.0,6.0,1990.0,1.0,22.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,302.0,39.0,,0.0,8242.0,6796.833333333333,,
329,3,2015-09-02,,1.0,1,0,0,a,a,1310.0,6.0,1990.0,1.0,22.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,303.0,39.5,,10109.0,9168.0,8156.2,,
330,6,2015-08-01,,1.0,0,0,0,a,c,370.0,,,1.0,22.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,38.25,5509.0,3662.0,4471.666666666667,3741.4285714285716,,
330,1,2015-08-17,,1.0,1,0,0,a,c,370.0,,,1.0,22.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,39.0,,0.0,4855.0,3754.6666666666665,,
330,3,2015-09-02,,1.0,1,0,0,a,c,370.0,,,1.0,22.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,39.5,,4862.0,5509.0,4505.6,,
331,6,2015-08-01,,1.0,0,0,0,a,c,670.0,,,1.0,14.0,2015.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,4.25,7537.0,3586.0,6840.0,5351.428571428572,,
331,1,2015-08-17,,1.0,1,0,1,a,c,670.0,,,1.0,14.0,2015.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,5.0,,0.0,6869.5,5645.666666666667,,
331,3,2015-09-02,,1.0,1,0,1,a,c,670.0,,,1.0,14.0,2015.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,5.5,,6847.0,7537.0,6774.8,,
333,6,2015-08-01,,1.0,0,0,0,a,c,3720.0,2.0,2010.0,0.0,,,,2015.0,8.0,31.0,66.0,,13459.0,8274.0,11756.0,9466.857142857143,,
333,1,2015-08-17,,1.0,1,0,1,a,c,3720.0,2.0,2010.0,0.0,,,,2015.0,8.0,34.0,66.0,,,0.0,12546.5,9665.666666666666,,
333,3,2015-09-02,,1.0,1,0,0,a,c,3720.0,2.0,2010.0,0.0,,,,2015.0,9.0,36.0,67.0,,,11511.0,13459.0,11598.8,,
334,6,2015-08-01,,1.0,0,0,0,d,c,4040.0,8.0,2008.0,1.0,18.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,84.0,27.25,6583.0,4474.0,5896.0,4741.857142857143,,
334,1,2015-08-17,,1.0,1,0,0,d,c,4040.0,8.0,2008.0,1.0,18.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,84.0,28.0,,0.0,6316.5,4786.5,,
334,3,2015-09-02,,1.0,1,0,0,d,c,4040.0,8.0,2008.0,1.0,18.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,85.0,28.5,,6200.0,6583.0,5743.8,,
335,6,2015-08-01,,1.0,0,0,0,b,a,90.0,,,1.0,31.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,24.0,17867.0,6786.0,17027.333333333332,14643.57142857143,,
335,1,2015-08-17,,1.0,1,0,0,b,a,90.0,,,1.0,31.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,24.75,,7988.0,17087.5,15953.166666666666,,
335,3,2015-09-02,,1.0,1,0,0,b,a,90.0,,,1.0,31.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,25.25,,20024.0,17867.0,17546.2,,
336,6,2015-08-01,,1.0,0,0,1,a,a,190.0,7.0,2014.0,0.0,,,,2015.0,8.0,31.0,13.0,,16459.0,10153.0,16455.666666666668,13615.857142857143,,
336,1,2015-08-17,,1.0,1,0,1,a,a,190.0,7.0,2014.0,0.0,,,,2015.0,8.0,34.0,13.0,,,0.0,16209.0,14193.0,,
336,3,2015-09-02,,1.0,1,0,1,a,a,190.0,7.0,2014.0,0.0,,,,2015.0,9.0,36.0,14.0,,,18385.0,16459.0,17031.6,,
337,6,2015-08-01,,1.0,0,0,1,d,c,10600.0,7.0,2005.0,1.0,45.0,2014.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,121.0,8.5,7345.0,6019.0,6410.0,5513.571428571428,,
337,1,2015-08-17,,1.0,1,0,1,d,c,10600.0,7.0,2005.0,1.0,45.0,2014.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,121.0,9.25,,0.0,6688.0,5429.333333333333,,
337,3,2015-09-02,,1.0,1,0,1,d,c,10600.0,7.0,2005.0,1.0,45.0,2014.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,122.0,9.75,,7510.0,7345.0,6515.2,,
338,6,2015-08-01,,1.0,0,0,1,a,c,1590.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,70.5,8566.0,4899.0,8183.666666666667,6606.142857142857,,
338,1,2015-08-17,,1.0,1,0,1,a,c,1590.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,71.25,,0.0,8052.0,6890.666666666667,,
338,3,2015-09-02,,1.0,1,0,1,a,c,1590.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,71.75,,8937.0,8566.0,8268.8,,
339,6,2015-08-01,,1.0,0,0,0,a,c,2280.0,,,1.0,10.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,29.25,7080.0,3713.0,6189.0,5238.428571428572,,
339,1,2015-08-17,,1.0,1,0,1,a,c,2280.0,,,1.0,10.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,30.0,,0.0,6295.5,5492.666666666667,,
339,3,2015-09-02,,1.0,1,0,1,a,c,2280.0,,,1.0,10.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,30.5,,7333.0,7080.0,6591.2,,
340,6,2015-08-01,,1.0,0,0,0,a,c,8080.0,,,0.0,,,,2015.0,8.0,31.0,,,8192.0,4107.0,7442.0,6006.714285714285,,
340,1,2015-08-17,,1.0,1,0,1,a,c,8080.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,7462.0,6323.333333333333,,
340,3,2015-09-02,,1.0,1,0,0,a,c,8080.0,,,0.0,,,,2015.0,9.0,36.0,,,,8525.0,8192.0,7588.0,,
341,6,2015-08-01,,1.0,0,0,0,a,a,190.0,9.0,2011.0,0.0,,,,2015.0,8.0,31.0,47.0,,6994.0,3816.0,5987.0,5072.714285714285,,
341,1,2015-08-17,,1.0,1,0,0,a,a,190.0,9.0,2011.0,0.0,,,,2015.0,8.0,34.0,47.0,,,0.0,6160.0,5282.166666666667,,
341,3,2015-09-02,,1.0,1,0,0,a,a,190.0,9.0,2011.0,0.0,,,,2015.0,9.0,36.0,48.0,,,7618.0,6994.0,6338.6,,
342,6,2015-08-01,,1.0,0,0,0,d,c,15770.0,,,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,9.75,14485.0,12151.0,13581.666666666666,11767.57142857143,,
342,1,2015-08-17,,1.0,1,0,1,d,c,15770.0,,,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,10.5,,0.0,13815.5,11703.666666666666,,
342,3,2015-09-02,,1.0,1,0,1,d,c,15770.0,,,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,11.0,,15622.0,14485.0,14044.4,,
343,6,2015-08-01,,1.0,0,0,0,d,a,18650.0,4.0,2004.0,1.0,14.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,136.0,16.25,9742.0,5133.0,8507.666666666666,6989.857142857143,,
343,1,2015-08-17,,1.0,1,0,0,d,a,18650.0,4.0,2004.0,1.0,14.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,136.0,17.0,,0.0,9081.0,7299.333333333333,,
343,3,2015-09-02,,1.0,1,0,0,d,a,18650.0,4.0,2004.0,1.0,14.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,137.0,17.5,,10652.0,9742.0,8759.2,,
344,6,2015-08-01,,1.0,0,0,0,a,c,300.0,4.0,2011.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,52.0,52.25,12767.0,6945.0,11248.333333333334,9118.0,,
344,1,2015-08-17,,1.0,1,0,1,a,c,300.0,4.0,2011.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,52.0,53.0,,0.0,11627.5,9480.166666666666,,
344,3,2015-09-02,,1.0,1,0,0,a,c,300.0,4.0,2011.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,53.0,53.5,,12295.0,12767.0,11376.2,,
345,6,2015-08-01,,1.0,0,0,0,a,a,120.0,,,1.0,22.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,38.25,4989.0,3696.0,5254.666666666667,4789.428571428572,,
345,1,2015-08-17,,1.0,1,0,1,a,a,120.0,,,1.0,22.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,39.0,,0.0,5224.0,4971.666666666667,,
